OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
596247,"WADE AVE & EDWARDS MILL RD RALEIGH, NC 27601",                                        ,               ,2015-09-09 21:07:00,2015-09-09 21:32:00,2015-09-09 21:03:00,0,15-0027639,550,Public service assistance Other,A,14,-78.7232336678055,35.807424895446665
596248,"911 OVAL DR RALEIGH, NC 27603",NCSU ENGINEERING BLDG 3                 ,               ,2015-09-10 04:24:00,2015-09-10 04:53:00,2015-09-10 04:17:00,0,15-0027677,510,Person in distress Other,A,20,-78.67372632941645,35.77098046205276
596249,"1480 INTERNATIONAL DR RALEIGH, NC 27601",UPS                                     ,               ,2015-09-10 10:25:00,2015-09-10 10:26:00,2015-09-10 10:17:00,0,15-9024120,700,False alarm or false call Other,A,24,-78.82458729437711,35.836598696828844
596252,"9301 GLOBE CENTER DR RALEIGH, NC 27603",GLOBE CENTER #6                         ,               ,2015-09-10 18:19:00,2015-09-10 18:33:00,2015-09-10 18:12:00,0,15-0027731,743,Smoke detector activation no fire - unintentional,C,24,-78.7989176018584,35.89154659998201
596254,"BARWELL RD & HOLIDAY DR RALEIGH, NC 27603",RFD 26                                  ,               ,2015-09-10 21:46:00,2015-09-10 22:38:00,2015-09-10 21:40:00,0,15-0027748,444,Power line down,C,26,-78.54557226853872,35.739565769746044
596256,"I 540 EB & TRIANGLE TOWN BLVD RALEIGH, NC 27601",EXIT 17 TRIANGLE TOWN BLVD              ,               ,2015-09-10 22:24:00,2015-09-10 22:26:00,2015-09-10 22:24:00,0,15-9024193,700,False alarm or false call Other,C,19,-78.5687455761205,35.87251720080053
596258,"I 540 EB & FALLS OF NEUSE RD RALEIGH, NC 27601",                                        ,               ,2015-09-11 00:07:00,2015-09-11 01:03:00,2015-09-10 23:59:00,0,15-0027768,131,Passenger vehicle fire,C,4,-78.60999133072538,35.897703384475314
596259,"JOHN BRANTLEY BLVD & RDU DR RALEIGH, NC 27601",                                        ,               ,2015-09-11 12:17:00,2015-09-11 12:17:00,2015-09-11 12:14:00,0,15-9024225,700,False alarm or false call Other,A,24,-78.79865951947055,35.87189436575615
596260,"3301 SILVER WATER LN RALEIGH, NC 27601",                                        ,               ,2015-09-11 21:50:00,2015-09-11 22:05:00,2015-09-11 21:44:00,0,15-9024283,500,Service Call other,A,28,-78.48620455177227,35.877534271887995
596262,"ATLANTIC AVE & HIGHWOODS BLVD RALEIGH, NC 27601",                                        ,               ,2015-09-12 01:01:00,2015-09-12 01:22:00,2015-09-12 00:54:00,0,15-0027902,410,Combustible/flammable gas/liquid condition other,A,7,-78.60873492900271,35.823254280219864
596263,"CAPITAL BLVD & I 540 EB RALEIGH, NC 27601",                                        ,               ,2015-09-11 05:43:00,2015-09-11 05:43:00,2015-09-11 05:40:00,0,15-9024214,463,Vehicle accident general cleanup,C,19,-78.57819795317057,35.87385244852361
596264,"CONSTELLATION DR & DONNA RD RALEIGH, NC 27601",                                        ,               ,2015-09-12 01:10:00,2015-09-12 01:16:00,2015-09-12 01:07:00,0,15-0027905,651,Smoke scare odor of smoke,A,27,-78.5798267937151,35.82730085050771
596265,"10050 GLENWOOD AVE RALEIGH, NC 27603",WALMART RA                              ,               ,2015-09-12 15:12:00,2015-09-12 15:24:00,2015-09-12 15:06:00,0,15-0027957,511,Lock-out,B,24,-78.7779287203665,35.91222402531022
596266,"I 440 WB & WAKE FOREST RD RALEIGH, NC 27601",EXIT 10 WAKE FOREST RD                  ,               ,2015-09-12 12:30:00,2015-09-12 13:00:00,2015-09-12 12:26:00,0,15-0027945,400,Hazardous condition Other,B,11,-78.62140407516885,35.8253030542196
596268,"2241 DUNN AVE RALEIGH, NC 27601",NCSU THOMPSON THEATRE                   ,               ,2015-09-12 16:52:00,2015-09-12 17:14:00,2015-09-12 16:45:00,0,15-0027966,743,Smoke detector activation no fire - unintentional,B,5,-78.66679728496518,35.782978904307946
596269,"9301 GLOBE CENTER DR RALEIGH, NC 27601",GLOBE CENTER 6                          ,               ,2015-09-12 20:47:00,2015-09-12 21:35:00,2015-09-12 20:36:00,0,15-0027982,711,Municipal alarm system malicious false alarm,B,24,-78.7989176018584,35.89154659998201
596270,"2241 DUNN AVE RALEIGH, NC 27601",NCSU THOMPSON THEATRE                   ,               ,2015-09-12 17:49:00,2015-09-12 17:52:00,2015-09-12 17:44:00,0,15-0027971,743,Smoke detector activation no fire - unintentional,B,1,-78.66679728496518,35.782978904307946
596271,"GLENWOOD AVE & DURALEIGH RD RALEIGH, NC 27601",                                        ,               ,2015-09-13 03:39:00,2015-09-13 03:51:00,2015-09-13 03:36:00,0,15-0028016,460,Accident potential accident Other,B,17,-78.71198716558855,35.86256378830864
596272,"WAKE FOREST RD & NEW HOPE CHURCH RD RALEIGH, NC 27601",                                        ,               ,2015-09-13 07:55:00,2015-09-13 08:15:00,2015-09-13 07:49:00,0,15-0028038,463,Vehicle accident general cleanup,B,15,-78.61326902627897,35.83711666520593
596273,"SPRING FOREST RD & CAPITAL BLVD RALEIGH, NC 27601",                                        ,               ,2015-09-13 05:07:00,2015-09-13 05:16:00,2015-09-13 05:07:00,0,15-0028024,551,Assist police or other governmental agency,B,19,-78.58118422356789,35.85510770257596
596274,"200 HALEYS BRANCH RD RALEIGH, NC 27603",RDU STAGING SOUTH                       ,               ,2015-09-13 14:59:00,2015-09-13 14:59:00,2015-09-13 14:46:00,0,15-9024428,611,Dispatched & cancelled en route,A,24,-78.7806510998693,35.865712809738596
596275,"CAPITAL BLVD & HOMESTEAD DR RALEIGH, NC 27603",540 DISCO TECH                          ,               ,2015-09-13 07:59:00,2015-09-13 08:05:00,2015-09-13 07:55:00,0,15-0028039,622,No Incident found on arrival at dispatch address,B,22,-78.56819469325565,35.885122396254914
596276,"BAILEYWICK RD & CREEDMOOR RD RALEIGH, NC 27601",                                        ,               ,2015-09-13 15:58:00,2015-09-13 16:10:00,2015-09-13 15:54:00,0,15-9024436,622,No Incident found on arrival at dispatch address,A,18,-78.68193140647429,35.91279671730436
596277,"3661 ALTHORP DR RALEIGH, NC 27601",                                        ,               ,2015-09-14 04:26:00,2015-09-14 04:44:00,2015-09-14 04:19:00,0,15-0028139,743,Smoke detector activation no fire - unintentional,A,28,-78.52137455993615,35.89552612640397
596278,"I 40 WB & WADE AVE RALEIGH, NC 27601",EXIT 289 WADE AVE                       ,               ,2015-09-13 14:56:00,2015-09-13 15:44:00,2015-09-13 14:49:00,0,15-0028061,553,Public service,A,8,-78.74405993985795,35.82059479541735
596279,"4241 TRISTONE FALLS AVE RALEIGH, NC 27601",THE VILALGE AT TOWN CENTER              ,               ,2015-09-14 11:16:00,2015-09-14 11:50:00,2015-09-14 11:13:00,0,15-0028159,733,Smoke detector activation due to malfunction,A,19,-78.56831005041288,35.862260881051874
596280,"N NEW HOPE RD & JANE LN RALEIGH, NC 27601",                                        ,               ,2015-09-13 22:06:00,2015-09-13 22:07:00,2015-09-13 22:01:00,0,15-0028109,611,Dispatched & cancelled en route,A,21,-78.56928155683308,35.828333606664195
596281,"S WILMINGTON ST & E CABARRUS ST RALEIGH, NC 27601",                                        ,               ,2015-09-14 10:46:00,2015-09-14 10:57:00,2015-09-14 10:40:00,0,15-0028154,140,Natural vegetation fire Other,A,1,-78.63842009982456,35.77420421319878
596284,"4241 TRISTONE FALLS AVE RALEIGH, NC 27601",VILLAGE AT TOWN CENTER                  ,               ,2015-09-15 10:28:00,2015-09-15 10:57:00,2015-09-15 10:23:00,0,15-0028257,733,Smoke detector activation due to malfunction,B,19,-78.56831005041288,35.862260881051874
596285,"I 440 WB & WESTERN BLVD RALEIGH, NC 27606",EXIT 2 WESTERN BLVD                     ,               ,2015-09-14 22:03:00,2015-09-14 22:05:00,2015-09-14 21:56:00,0,15-0028220,500,Service Call other,B,8,-78.70040746385962,35.78399309736106
596286,"371 INITIATIVE WAY RALEIGH, NC 27601",NCSU GROVE HALL                         ,               ,2015-09-16 00:42:00,2015-09-16 00:59:00,2015-09-16 00:38:00,0,15-0028342,745,Alarm system activation no fire - unintentional,C,20,-78.67342575851228,35.768599595819026
596288,"1150 MLK JR BLVD RALEIGH, NC 27601",NC CORRECTIONAL INSTITUTE COPY AND TAG C,               ,2015-09-16 05:37:00,2015-09-16 05:57:00,2015-09-16 05:30:00,0,15-0028364,745,Alarm system activation no fire - unintentional,C,10,-78.61961777342975,35.76802782179678
596289,"RAY RD & HOWARD RD RALEIGH, NC 27601",                                        ,               ,2015-09-16 12:17:00,2015-09-16 13:34:00,2015-09-16 12:13:00,0,15-0028382,412,Gas leak (natural gas or LPG),B,18,-78.69083661519325,35.88619689858379
596290,"310 SWEENY DR RALEIGH, NC 27601",                                        ,               ,2015-09-16 15:05:00,2015-09-16 15:09:00,2015-09-16 15:02:00,0,15-0028403,745,Alarm system activation no fire - unintentional,B,9,-78.63985774833392,35.83315898547639
596291,"DAN ALLEN DR & WESTERN BLVD RALEIGH, NC 27606",                                        ,               ,2015-09-16 20:41:00,2015-09-16 21:05:00,2015-09-16 20:34:00,0,15-0028429,500,Service Call other,B,8,-78.67886976562804,35.78212743528188
596292,"CHAVIS WAY & MLK JR BLVD RALEIGH, NC 27601",----------------                        ,               ,2015-09-17 05:09:00,2015-09-17 05:31:00,2015-09-17 05:05:00,0,15-0028472,520,Water problem Other,B,3,-78.62833556034275,35.767961153652344
596293,"7151 SUCCESS WAY RALEIGH, NC 27601",WAKE TECH                               ,               ,2015-09-17 17:41:00,2015-09-17 17:45:00,2015-09-17 17:35:00,0,15-0028524,745,Alarm system activation no fire - unintentional,C,28,-78.54107214195325,35.867208491119726
596294,"GLEN EDEN DR & GLENWOOD AVE RALEIGH, NC 27608",                                        ,               ,2015-09-17 04:20:00,2015-09-17 04:25:00,2015-09-17 04:14:00,0,15-0028467,622,No Incident found on arrival at dispatch address,B,6,-78.66435349728648,35.821308492238124
596297,"10050 GLENWOOD AVE RALEIGH, NC 27603",WALMART RA                              ,               ,2015-09-18 11:58:00,2015-09-18 12:18:00,2015-09-18 11:52:00,0,15-0028614,551,Assist police or other governmental agency,A,24,-78.7779287203665,35.91222402531022
596298,"GLENWOOD AVE & LEAD MINE RD RALEIGH, NC 27601",                                        ,               ,2015-09-18 13:55:00,2015-09-18 13:58:00,2015-09-18 13:52:00,0,15-0028621,622,No Incident found on arrival at dispatch address,A,16,-78.67422593554656,35.838453590708255
596299,"I 540 EB & GLENWOOD AVE RALEIGH, NC 27601",                                        ,               ,2015-09-17 21:57:00,2015-09-17 22:07:00,2015-09-17 21:43:00,0,15-0028563,130,Mobile property (vehicle) fire Other,C,17,-78.7718448217143,35.90528386071156
596301,"6713 MT HERMAN RD RALEIGH, NC 27603",CAPITAL CABARET                         ,               ,2015-09-19 02:22:00,2015-09-19 02:39:00,2015-09-19 02:16:00,0,15-0028708,500,Service Call other,A,24,-78.77147086114634,35.903036494498906
596303,"MILBURNIE RD & NEW BERN AVE RALEIGH, NC 27601",                                        ,               ,2015-09-18 23:38:00,2015-09-19 00:07:00,2015-09-18 23:32:00,0,15-0028690,652,Steam vapor fog or dust thought to be smoke,A,3,-78.58690325439946,35.789953832458416
596305,"I 40 WB & WADE AVE RALEIGH, NC 27601",EXIT 289 WADE AVE                       ,               ,2015-09-18 23:25:00,2015-09-18 23:50:00,2015-09-18 23:16:00,0,15-0028686,131,Passenger vehicle fire,A,8,-78.74405993985795,35.82059479541735
596306,"NEW BERN AVE & SUNNYBROOK RD RALEIGH, NC 27601",                                        ,               ,2015-09-19 12:06:00,2015-09-19 12:25:00,2015-09-19 12:02:00,0,15-0028735,151,Outside rubbish trash or waste fire,C,12,-78.58772384385193,35.78782303234721
596307,"2531 WARREN CARROLL DR RALEIGH, NC 27606",NCSU WOOD HALL B                        ,               ,2015-09-19 20:43:00,2015-09-19 21:00:00,2015-09-19 20:38:00,0,15-0028787,743,Smoke detector activation no fire - unintentional,C,8,-78.67337457879559,35.78057674049257
596308,"2928 HORSE SHOE FARM RD RALEIGH, NC 27601",HORSE SHOE FARMS                        ,               ,2015-09-19 19:04:00,2015-09-19 19:11:00,2015-09-19 18:59:00,0,15-0028772,154,Dumpster or other outside trash receptacle fire,C,28,-78.53477312194335,35.88475387995476
596309,"2312 GREEK VILLAGE DR RALEIGH, NC 27601",SIGMA NU FUTURE                         ,               ,2015-09-19 21:42:00,2015-09-19 22:09:00,2015-09-19 21:37:00,0,15-0028791,652,Steam vapor fog or dust thought to be smoke,C,8,-78.68049871397041,35.77899944255273
596311,"CEDARWOOD DR & E MILLBROOK RD RALEIGH, NC 27601",                                        ,               ,2015-09-19 23:48:00,2015-09-19 23:55:00,2015-09-19 23:45:00,0,15-0028813,622,No Incident found on arrival at dispatch address,C,15,-78.6288699716985,35.85162253147947
596313,"10820 SANDY OAK LN RALEIGH, NC 27601",ALTA OAKRIDGE APTS                      ,               ,2015-09-20 16:30:00,2015-09-20 17:55:00,2015-09-20 16:26:00,0,15-0028877,741,Sprinkler activation no fire - unintentional,A,22,-78.5932686922482,35.90809033172603
596315,"EDWARDS MILL RD & REEDY CREEK RD RALEIGH, NC 27601",                                        ,               ,2015-09-21 09:48:00,2015-09-21 10:07:00,2015-09-21 09:42:00,0,15-0028954,553,Public service,A,14,-78.71497766345756,35.815250813029266
596316,"1100 N RALEIGH BLVD RALEIGH, NC 27601",FOOD LION RA                            ,               ,2015-09-21 14:04:00,2015-09-21 14:08:00,2015-09-21 13:58:00,0,15-0028963,735,Alarm system sounded due to malfunction,B,3,-78.6111999043457,35.79419678506096
596318,"I 440 WB & I 40 EB RALEIGH, NC 27601",                                        ,               ,2015-09-20 14:12:00,2015-09-20 14:15:00,2015-09-20 14:09:00,0,15-9025087,622,No Incident found on arrival at dispatch address,A,10,-78.73550580263354,35.76672687979743
596319,"CAPITAL BLVD & OLD BUFFALOE RD RALEIGH, NC 27601",                                        ,               ,2015-09-21 15:53:00,2015-09-21 15:55:00,2015-09-21 15:46:00,0,15-0028971,622,No Incident found on arrival at dispatch address,B,11,-78.58533291034959,35.829148957466494
596320,"4240 TRISTONE FALLS AVE RALEIGH, NC 27601",VILLAGE AT TOWN CENTER                  ,               ,2015-09-22 06:58:00,2015-09-22 07:20:00,2015-09-22 06:54:00,0,15-0029041,733,Smoke detector activation due to malfunction,B,19,-78.56765539686137,35.862237082816186
596321,"1100 N RALEIGH BLVD RALEIGH, NC 27601",FOOD LION RA                            ,               ,2015-09-21 16:47:00,2015-09-21 16:51:00,2015-09-21 16:43:00,0,15-0028978,735,Alarm system sounded due to malfunction,B,3,-78.6111999043457,35.79419678506096
596323,"SPRING FOREST RD & ATLANTIC AVE RALEIGH, NC 27601",                                        ,               ,2015-09-22 11:44:00,2015-09-22 11:56:00,2015-09-22 11:40:00,0,15-0029057,411,Gasoline or other flammable liquid spill,A,15,-78.60042611629248,35.86124790958849
596324,"DURALEIGH RD & DELTA LAKE DR RALEIGH, NC 27601",                                        ,               ,2015-09-22 15:14:00,2015-09-22 15:16:00,2015-09-22 15:06:00,0,15-0029072,650,Steam Other gas mistaken for smoke Other,A,14,-78.71234876533815,35.85664593016838
596325,"WAKE FOREST RD & LAFAYETTE RD RALEIGH, NC 27601",                                        ,               ,2015-09-22 14:52:00,2015-09-22 14:55:00,2015-09-22 14:46:00,0,15-0029071,622,No Incident found on arrival at dispatch address,A,1,-78.63131189896629,35.794432144818366
596327,"LAKE BOONE TRL & BLUE RIDGE RD RALEIGH, NC 27601",                                        ,               ,2015-09-22 17:36:00,2015-09-22 17:49:00,2015-09-22 17:36:00,0,15-0029094,132,Road freight or transport vehicle fire,A,14,-78.70524061568386,35.81546804122965
596328,"2839 CLUB PLAZA RD RALEIGH, NC 27601",                                        ,A              ,2015-09-25 15:50:00,2015-09-25 16:01:00,2015-09-25 15:46:00,0,15-0029383,500,Service Call other,B,2,-78.65894100037596,35.746539000142185
596329,"LAKEVIEW DR & ARGYLE DR RALEIGH, NC 27605",                                        ,               ,2015-09-22 18:04:00,2015-09-22 18:28:00,2015-09-22 17:57:00,0,15-0029100,445,Arcing shorted electrical equipment,A,5,-78.65246367735855,35.81614053679683
596330,"LAKE WHEELER RD & MAYWOOD AVE RALEIGH, NC 27601",                                        ,               ,2015-09-22 21:11:00,2015-09-22 21:17:00,2015-09-22 21:09:00,0,15-0029116,700,False alarm or false call Other,A,1,-78.65992837463733,35.7617210810825
596331,"5640 SLAYTENBUSH LN RALEIGH, NC 27601",                                        ,               ,2015-09-23 02:15:00,2015-09-23 02:16:00,2015-09-23 02:08:00,0,15-0029135,611,Dispatched & cancelled en route,A,29,-78.75402880777222,35.93135345582225
596332,"6301 MIRKIRK CRSG RALEIGH, NC 27601",                                        ,H              ,2015-09-22 21:45:00,2015-09-22 21:55:00,2015-09-22 21:42:00,0,15-0029118,622,No Incident found on arrival at dispatch address,A,15,-78.59316352468126,35.86707810647703
596333,"TRYON RD & SADIE HOPKINS ST RALEIGH, NC 27601",                                        ,               ,2015-09-23 03:57:00,2015-09-23 04:15:00,2015-09-23 03:51:00,0,15-0029143,463,Vehicle accident general cleanup,A,20,-78.68619543154861,35.74295804402886
596336,"SPRING FOREST RD & FOX RD RALEIGH, NC 27601",                                        ,               ,2015-09-23 11:38:00,2015-09-23 11:49:00,2015-09-23 11:33:00,0,15-0029153,700,False alarm or false call Other,B,15,-78.56678339233359,35.856056356342826
596337,"OLD WAKE FOREST RD & ZACHARY BROOK LN RALEIGH, NC 27601",                                        ,               ,2015-09-23 23:40:00,2015-09-23 23:40:00,2015-09-23 23:38:00,0,15-9025445,463,Vehicle accident general cleanup,B,15,-78.6077036145475,35.84717454357203
596340,"WAKE FOREST RD & OLD WAKE FOREST RD RALEIGH, NC 27601",                                        ,               ,2015-09-24 04:19:00,2015-09-24 04:20:00,2015-09-24 04:14:00,0,15-0029237,611,Dispatched & cancelled en route,B,15,-78.6117795036552,35.84105431678201
596341,"I 40 WB & S SAUNDERS ST RALEIGH, NC 27601",EXIT 298 SAUNDERS ST                    ,               ,2015-09-24 13:05:00,2015-09-24 13:15:00,2015-09-24 12:57:00,0,15-0029258,553,Public service,C,1,-78.64915530164309,35.752749233982264
596342,"S WILMINGTON ST & CHAPANOKE RD RALEIGH, NC 27603",                                        ,               ,2015-09-24 20:40:00,2015-09-24 20:47:00,2015-09-24 20:35:00,0,15-0029294,500,Service Call other,C,2,-78.65058936677275,35.735514704715854
596348,"MLK JR BLVD & ROCK QUARRY RD RALEIGH, NC 27601",LAUNDRY MAT                             ,               ,2015-09-25 17:30:00,2015-09-25 17:55:00,2015-09-25 17:25:00,0,15-0029394,671,HazMat release investigation w/no HazMat,B,7,-78.61728697225422,35.76879445260709
596351,"PINE DR & E WHITAKER MILL RD RALEIGH, NC 27608",                                        ,               ,2015-09-25 20:40:00,2015-09-25 20:42:00,2015-09-25 20:34:00,0,15-0029411,700,False alarm or false call Other,B,6,-78.63619453897951,35.8076392229588
596352,"BREVARD PL & DARTMOUTH RD RALEIGH, NC 27609",                                        ,               ,2015-09-25 21:12:00,2015-09-25 22:46:00,2015-09-25 21:08:00,0,15-0029419,444,Power line down,B,9,-78.62962571266897,35.83778083558821
596356,"10210 PURCHASE CRSG RALEIGH, NC 27603",                                        ,202,2015-09-26 05:40:00,2015-09-26 05:54:00,2015-09-26 05:34:00,0,15-0029453,520,Water problem Other,B,24,-78.79432059735944,35.89702056014718
596357,"HILLSBOROUGH ST & NOWELL RD RALEIGH, NC 27606",                                        ,               ,2015-09-26 11:00:00,2015-09-26 11:28:00,2015-09-26 10:53:00,0,15-0029466,445,Arcing shorted electrical equipment,B,8,-78.7326057300793,35.786926428588956
596359,"W CABARRUS ST & CUTLER ST RALEIGH, NC 27601",                                        ,               ,2015-09-26 16:40:00,2015-09-26 18:15:00,2015-09-26 16:37:00,0,15-0029483,440,Electrical  wiring/equipment problem Other,C,1,-78.6521375817239,35.77453103045371
596360,"MID PINES RD & TRYON RD RALEIGH, NC 27603",                                        ,               ,2015-09-26 11:31:00,2015-09-26 11:39:00,2015-09-26 11:27:00,0,15-9025684,500,Service Call other,C,20,-78.6973380274333,35.747085658105995
596361,"CREEDMOOR RD & STONEHENGE DR RALEIGH, NC 27601",                                        ,               ,2015-09-26 16:43:00,2015-09-26 17:10:00,2015-09-26 16:38:00,0,15-0029484,463,Vehicle accident general cleanup,C,18,-78.67957912747866,35.88620248735725
596362,"SPRING FOREST RD & LOUISBURG RD RALEIGH, NC 27601",                                        ,               ,2015-09-26 17:45:00,2015-09-26 18:15:00,2015-09-26 17:42:00,0,15-9025714,550,Public service assistance Other,C,19,-78.55516671864255,35.855862956400316
596363,"S DAWSON ST & W DAVIE ST RALEIGH, NC 27601",                                        ,               ,2015-09-26 20:02:00,2015-09-26 20:11:00,2015-09-26 20:01:00,0,15-0029506,511,Lock-out,C,1,-78.64361661838458,35.775743328996704
596365,"I 440 WB & GLENWOOD AVE RALEIGH, NC 27601",                                        ,               ,2015-09-26 20:51:00,2015-09-26 21:14:00,2015-09-26 20:47:00,0,15-0029512,510,Person in distress Other,C,9,-78.66960364257403,35.835403195706135
596366,"7151 SUCCESS WAY RALEIGH, NC 27601",WAKE TECH COLLEGE                       ,               ,2015-09-27 06:50:00,2015-09-27 07:16:00,2015-09-27 06:43:00,0,15-0029576,251,Excessive heat scorch burns with no ignition,C,19,-78.54107214195325,35.867208491119726
596367,"I 440 WB & US 1 HWY RALEIGH, NC 27601",                                        ,               ,2015-09-26 21:00:00,2015-09-26 21:10:00,2015-09-26 20:54:00,0,15-0029513,500,Service Call other,C,20,-78.73550580263354,35.76672687979743
596368,"2400 JOHN BRANTLEY BLVD RALEIGH, NC 27603",RDU TERMINAL 2                          ,               ,2015-09-27 13:28:00,2015-09-27 13:28:00,2015-09-27 13:26:00,0,15-9025784,611,Dispatched & cancelled en route,A,24,-78.80220133498904,35.86167233036411
596369,"W MILLBROOK RD & SIX FORKS RD RALEIGH, NC 27609",                                        ,               ,2015-09-27 06:43:00,2015-09-27 06:49:00,2015-09-27 06:39:00,0,15-0029574,622,No Incident found on arrival at dispatch address,C,9,-78.64125192916329,35.8561471641845
596370,"MLK JR BLVD & S BLOUNT ST RALEIGH, NC 27601",                                        ,               ,2015-09-27 21:04:00,2015-09-27 22:52:00,2015-09-27 21:00:00,0,15-0029636,551,Assist police or other governmental agency,A,1,-78.63703627657041,35.76942905349296
596371,"I 40 WB & LAKE WHEELER RD RALEIGH, NC 27603",EXIT 297 LAKE WHEELER RD                ,               ,2015-09-27 08:02:00,2015-09-27 08:16:00,2015-09-27 07:56:00,0,15-0029579,500,Service Call other,C,2,-78.66533216417781,35.7571745571267
596372,"TRYON RD & LAKE WHEELER RD RALEIGH, NC 27601",                                        ,               ,2015-09-27 23:57:00,2015-09-28 00:21:00,2015-09-27 23:53:00,0,15-0029657,463,Vehicle accident general cleanup,A,20,-78.68035326684442,35.74299757365349
596373,"12301 KENDALL RIDGE CT RALEIGH, NC 27601",                                        ,               ,2015-09-28 12:53:00,2015-09-28 12:59:00,2015-09-28 12:48:00,0,15-0029715,511,Lock-out,C,29,-78.75325955703822,35.928851979018454
596374,"114 WATER WORKS ST RALEIGH, NC 27603",                                        ,               ,2015-09-28 17:01:00,2015-09-28 17:26:00,2015-09-28 16:50:00,0,15-0029752,500,Service Call other,C,2,-78.64330809200024,35.758348173408756
596376,"4716 MITCHELL MILL RD RALEIGH, NC 27601",                                        ,               ,2015-09-28 15:29:00,2015-09-28 15:45:00,2015-09-28 15:25:00,0,15-9025883,541,Animal problem,C,28,-78.52594523481416,35.88601545719197
596377,"I 40 WB & I 440 EB RALEIGH, NC 27601",EXIT 301 I 440 EB                       ,               ,2015-09-27 22:59:00,2015-09-27 23:30:00,2015-09-27 22:52:00,0,15-9025825,463,Vehicle accident general cleanup,A,10,-78.73550580263354,35.76672687979743
596379,"7220 SIX FORKS RD RALEIGH, NC 27615",                                        ,               ,2015-09-01 11:44:00,2015-09-01 11:50:00,2015-09-01 11:40:00,0,15-0026701,622,No Incident found on arrival at dispatch address,C,4,-78.6457319999617,35.87858500013262
596380,"722 S EAST ST RALEIGH, NC 27601",                                        ,               ,2015-09-23 14:33:00,2015-09-23 14:46:00,2015-09-23 14:29:00,0,15-0029163,651,Smoke scare odor of smoke,B,3,-78.63273699980775,35.770924999654056
596381,"9509 LESLIESHIRE DR RALEIGH, NC 27603",                                        ,               ,2015-09-29 11:09:00,2015-09-29 11:14:00,2015-09-29 11:05:00,0,15-0029844,511,Lock-out,C,22,-78.57533300025237,35.89635200025138
596382,"1114 CHANEY RD RALEIGH, NC 27606",                                        ,               ,2015-09-08 20:33:00,2015-09-08 21:16:00,2015-09-08 20:30:00,0,15-0027506,444,Power line down,C,8,-78.69557000012202,35.78272399982422
596383,"301 N WILMINGTON ST RALEIGH, NC 27601",EDUCATION BLDG                          ,               ,2015-09-15 23:15:00,2015-09-15 23:18:00,2015-09-15 23:11:00,0,15-0028329,740,Unintentional transmission of alarm Other,C,3,-78.63793100039004,35.783843999653485
596386,"4131 PARKLAKE AVE RALEIGH, NC 27601",GLEN LAKE FIVE PARKING DECK             ,               ,2015-09-12 21:12:00,2015-09-12 21:15:00,2015-09-12 21:05:00,0,15-0027984,735,Alarm system sounded due to malfunction,B,16,-78.6887040003357,35.83409700021097
596387,"1745 SORRELL BROOK WAY RALEIGH, NC 27601",                                        ,               ,2015-09-14 11:07:00,2015-09-14 11:17:00,2015-09-14 11:02:00,0,15-0028157,551,Assist police or other governmental agency,A,15,-78.6085569996944,35.84836000017085
596389,"509 GLENWOOD AVE RALEIGH, NC 27601",GLENWOOD TOWERS                         ,401,2015-09-02 06:30:00,2015-09-02 06:32:00,2015-09-02 06:26:00,0,15-0026804,743,Smoke detector activation no fire - unintentional,C,1,-78.64728400041348,35.786365999830295
596391,"911 PARTNERS WAY RALEIGH, NC 27603",NCSU ENGINEERING BLDG 1                 ,               ,2015-10-01 00:00:00,2015-10-01 00:09:00,2015-09-30 23:54:00,0,15-0030086,745,Alarm system activation no fire - unintentional,B,20,-78.67512099982767,35.77230500007518
596392,"323 W JONES ST RALEIGH, NC 27601",QUORUM CENTER                           ,               ,2015-09-11 01:04:00,2015-09-11 01:20:00,2015-09-11 01:01:00,0,15-0027778,730,System malfunction Other,C,1,-78.64405200036177,35.78272899977393
596393,"1321 OBERLIN RD RALEIGH, NC 27608",OBERLIN RD PEDIATRICS                   ,               ,2015-09-02 20:34:00,2015-09-02 20:54:00,2015-09-02 20:31:00,0,15-0026864,442,Overheated motor,A,6,-78.6589589999193,35.80171200007989
596396,"7005 CEDAR BEND CT RALEIGH, NC 27601",                                        ,               ,2015-09-11 18:35:00,2015-09-11 20:23:00,2015-09-11 18:30:00,0,15-0027860,111,Building fire,A,16,-78.67233099964184,35.87951699966396
596397,"323 MARLOWE RD RALEIGH, NC 27609",                                        ,               ,2015-09-12 03:10:00,2015-09-12 03:18:00,2015-09-12 03:05:00,0,15-0027911,700,False alarm or false call Other,A,9,-78.64155300042906,35.82299299978563
596400,"1031 N KING CHARLES RD RALEIGH, NC 27601",GROCERY STORE                           ,               ,2015-09-13 17:53:00,2015-09-13 18:00:00,2015-09-13 17:48:00,0,15-0028085,500,Service Call other,A,3,-78.60859699987736,35.79344799974775
596402,"728 TROUT LILLY PL RALEIGH, NC 27601",                                        ,               ,2015-09-04 15:00:00,2015-09-04 15:00:00,2015-09-04 14:56:00,0,15-0027044,500,Service Call other,A,10,-78.61280600044556,35.76657699967504
596404,"4209 LASSITER MILL RD RALEIGH, NC 27609",ALEXAN APTS                             ,               ,2015-09-14 23:11:00,2015-09-14 23:55:00,2015-09-14 23:07:00,0,15-0028227,733,Smoke detector activation due to malfunction,B,9,-78.64402999972215,35.83872799985141
